datetime,Global_active_power
2006-12-16,1209.1760000000004
2006-12-17,3390.46
2006-12-18,2203.825999999997
2006-12-19,1666.1940000000006
2006-12-20,2225.747999999999
2006-12-21,1723.2879999999993
2006-12-22,2341.3379999999993
2006-12-23,4773.385999999999
2006-12-24,2550.012000000007
2006-12-25,2743.120000000005
2006-12-26,3934.11
2006-12-27,1528.7600000000007
2006-12-28,2072.638
2006-12-29,3174.391999999997
2006-12-30,2796.108000000001
2006-12-31,3494.1959999999995
2007-01-01,2749.004000000016
2007-01-02,1269.2360000000006
2007-01-03,1014.0540000000003
2007-01-04,3259.4119999999907
2007-01-05,2713.3639999999928
2007-01-06,1508.3779999999995
2007-01-07,2447.620000000002
2007-01-08,2241.3599999999974
2007-01-09,1869.0539999999992
2007-01-10,2154.799999999996
2007-01-11,2255.1940000000004
2007-01-12,1461.2960000000026
2007-01-13,3186.813999999998
2007-01-14,3009.441999999998
2007-01-15,2148.677999999998
2007-01-16,1686.4039999999998
2007-01-17,2847.6879999999987
2007-01-18,1821.4620000000007
2007-01-19,1480.4400000000028
2007-01-20,3133.7319999999963
2007-01-21,3407.2619999999984
2007-01-22,2180.494
2007-01-23,1777.6400000000006
2007-01-24,2987.853999999998
2007-01-25,1596.3439999999975
2007-01-26,1617.9719999999982
2007-01-27,2044.0720000000006
2007-01-28,3091.587999999989
2007-01-29,1982.664
2007-01-30,1707.7979999999984
2007-01-31,2363.752000000001
2007-02-01,1824.76
2007-02-02,1667.7359999999976
2007-02-03,4029.7219999999957
2007-02-04,3595.9400000000023
2007-02-05,1645.2799999999993
2007-02-06,1273.4800000000005
2007-02-07,2328.018000000001
2007-02-08,1801.4140000000002
2007-02-09,1620.198000000001
2007-02-10,2829.3279999999995
2007-02-11,3571.2279999999987
2007-02-12,1877.6100000000006
2007-02-13,1414.5460000000005
2007-02-14,2498.671999999997
2007-02-15,1985.3459999999975
2007-02-16,1702.5279999999975
2007-02-17,2076.9120000000025
2007-02-18,3829.7620000000065
2007-02-19,2186.6139999999978
2007-02-20,3149.9280000000044
2007-02-21,2072.8740000000025
2007-02-22,3374.3559999999957
2007-02-23,1313.4800000000025
2007-02-24,714.9220000000017
2007-02-25,501.7400000000009
2007-02-26,568.484
2007-02-27,518.1119999999974
2007-02-28,520.774000000001
2007-03-01,517.5640000000016
2007-03-02,515.6880000000006
2007-03-03,819.1220000000008
2007-03-04,2090.7000000000007
2007-03-05,2660.332000000001
2007-03-06,1246.4999999999975
2007-03-07,2375.2060000000024
2007-03-08,1572.1319999999967
2007-03-09,1272.6119999999996
2007-03-10,2484.7120000000077
2007-03-11,3480.6360000000013
2007-03-12,1950.6680000000006
2007-03-13,1290.1440000000034
2007-03-14,1793.3639999999998
2007-03-15,1884.8140000000005
2007-03-16,1702.0539999999992
2007-03-17,2028.0900000000022
2007-03-18,2371.045999999996
2007-03-19,2152.5179999999987
2007-03-20,2086.228
2007-03-21,2142.0920000000006
2007-03-22,1454.9779999999996
2007-03-23,1309.008
2007-03-24,2968.430000000003
2007-03-25,3338.404000000002
2007-03-26,1416.0819999999994
2007-03-27,1105.14
2007-03-28,2333.898000000001
2007-03-29,1590.405999999999
2007-03-30,1402.3939999999975
2007-03-31,3509.510000000001
2007-04-01,2785.952000000006
2007-04-02,1960.7780000000039
2007-04-03,1642.819999999997
2007-04-04,2051.8679999999968
2007-04-05,1844.078
2007-04-06,1601.1400000000006
2007-04-07,1553.9239999999988
2007-04-08,1608.8159999999975
2007-04-09,1000.9200000000028
2007-04-10,777.3640000000003
2007-04-11,887.4820000000022
2007-04-12,537.7060000000008
2007-04-13,551.0220000000013
2007-04-14,554.2680000000017
2007-04-15,726.1640000000003
2007-04-16,952.3899999999996
2007-04-17,1223.7340000000015
2007-04-18,998.2460000000003
2007-04-19,1028.6580000000038
2007-04-20,822.5799999999997
2007-04-21,1673.655999999998
2007-04-22,2233.714000000001
2007-04-23,1054.5659999999993
2007-04-24,1032.0999999999997
2007-04-25,1264.1619999999996
2007-04-26,1275.4660000000003
2007-04-27,1094.3319999999983
2007-04-28,1113.6939999999993
2007-04-29,1113.6939999999993
2007-04-30,814.7799999999997
2007-05-01,1663.8579999999988
2007-05-02,1003.4860000000008
2007-05-03,1090.2379999999994
2007-05-04,998.1280000000024
2007-05-05,1563.0520000000022
2007-05-06,2102.1040000000007
2007-05-07,1643.6640000000007
2007-05-08,1789.292
2007-05-09,1665.7359999999994
2007-05-10,707.8840000000004
2007-05-11,979.1539999999997
2007-05-12,1441.5659999999966
2007-05-13,1634.7379999999973
2007-05-14,1467.7820000000015
2007-05-15,904.392
2007-05-16,1692.9439999999993
2007-05-17,1231.8159999999984
2007-05-18,1631.5299999999975
2007-05-19,1429.4419999999975
2007-05-20,1968.327999999999
2007-05-21,1120.0620000000017
2007-05-22,1132.8519999999992
2007-05-23,1464.936000000004
2007-05-24,1154.3880000000015
2007-05-25,1614.2199999999975
2007-05-26,1512.2479999999991
2007-05-27,2153.807999999997
2007-05-28,1637.4680000000005
2007-05-29,1061.339999999998
2007-05-30,1609.8659999999998
2007-05-31,938.5500000000006
2007-06-01,1046.0899999999988
2007-06-02,1484.3619999999978
2007-06-03,2108.0259999999994
2007-06-04,911.6179999999988
2007-06-05,1458.8920000000014
2007-06-06,1693.9419999999966
2007-06-07,985.0020000000012
2007-06-08,2148.0459999999994
2007-06-09,1137.1359999999993
2007-06-10,1340.8120000000001
2007-06-11,794.6539999999994
2007-06-12,918.7659999999988
2007-06-13,927.2720000000003
2007-06-14,1259.0839999999996
2007-06-15,989.6040000000003
2007-06-16,2017.762
2007-06-17,1947.0900000000024
2007-06-18,678.4740000000022
2007-06-19,842.5559999999989
2007-06-20,1074.2860000000037
2007-06-21,806.9459999999989
2007-06-22,566.2939999999992
2007-06-23,477.5660000000013
2007-06-24,714.6559999999972
2007-06-25,1072.2019999999993
2007-06-26,944.9079999999974
2007-06-27,1480.8259999999975
2007-06-28,1295.4379999999987
2007-06-29,1305.6339999999989
2007-06-30,1335.3139999999985
2007-07-01,1026.6639999999998
2007-07-02,967.0319999999983
2007-07-03,1059.9119999999991
2007-07-04,1003.4100000000022
2007-07-05,1057.2899999999975
2007-07-06,1069.5239999999988
2007-07-07,1358.205999999999
2007-07-08,1089.0800000000013
2007-07-09,1180.1579999999994
2007-07-10,908.3239999999972
2007-07-11,722.3519999999951
2007-07-12,1069.582
2007-07-13,794.3820000000021
2007-07-14,1288.1699999999992
2007-07-15,1041.7099999999987
2007-07-16,853.6739999999998
2007-07-17,719.632000000003
2007-07-18,757.0820000000017
2007-07-19,677.886000000001
2007-07-20,1110.4220000000007
2007-07-21,1060.2480000000014
2007-07-22,1377.6920000000007
2007-07-23,991.0179999999997
2007-07-24,825.2840000000006
2007-07-25,472.56000000000387
2007-07-26,924.5000000000017
2007-07-27,1202.5139999999994
2007-07-28,1621.8620000000014
2007-07-29,321.1160000000008
2007-07-30,466.81599999999764
2007-07-31,812.3319999999987
2007-08-01,1064.4640000000022
2007-08-02,1019.4159999999983
2007-08-03,1063.3640000000012
2007-08-04,1144.9899999999975
2007-08-05,787.0979999999959
2007-08-06,1089.7199999999993
2007-08-07,1483.5800000000008
2007-08-08,1125.4819999999936
2007-08-09,1071.6800000000017
2007-08-10,1028.0100000000011
2007-08-11,1091.6500000000046
2007-08-12,1241.9040000000043
2007-08-13,1153.0119999999993
2007-08-14,941.1900000000007
2007-08-15,1191.859999999991
2007-08-16,958.4959999999927
2007-08-17,1009.8920000000084
2007-08-18,347.9600000000001
2007-08-19,1422.2940000000006
2007-08-20,1338.8420000000008
2007-08-21,642.5560000000022
2007-08-22,1209.8080000000039
2007-08-23,1112.3119999999994
2007-08-24,1656.4219999999978
2007-08-25,1150.879999999998
2007-08-26,1314.9059999999993
2007-08-27,1211.7299999999989
2007-08-28,997.0039999999988
2007-08-29,747.9920000000013
2007-08-30,1202.4580000000033
2007-08-31,1279.8219999999967
2007-09-01,1701.4859999999994
2007-09-02,1662.4679999999992
2007-09-03,1038.9219999999998
2007-09-04,1584.9440000000006
2007-09-05,1236.5720000000028
2007-09-06,901.4740000000016
2007-09-07,1336.4959999999962
2007-09-08,1469.7520000000004
2007-09-09,1679.5020000000015
2007-09-10,1117.3760000000036
2007-09-11,983.5720000000003
2007-09-12,1287.764
2007-09-13,1146.3820000000028
2007-09-14,1135.4699999999998
2007-09-15,1095.3120000000013
2007-09-16,1652.2240000000006
2007-09-17,1461.1859999999986
2007-09-18,1167.5200000000007
2007-09-19,1298.6839999999993
2007-09-20,1255.5319999999956
2007-09-21,1238.7800000000002
2007-09-22,1176.1719999999993
2007-09-23,1417.9699999999978
2007-09-24,1354.5300000000018
2007-09-25,1764.3420000000006
2007-09-26,1832.47
2007-09-27,1392.5999999999988
2007-09-28,1680.498000000002
2007-09-29,2296.5219999999968
2007-09-30,1516.2900000000004
2007-10-01,1720.9219999999993
2007-10-02,2198.8639999999923
2007-10-03,1280.453999999998
2007-10-04,1518.4579999999992
2007-10-05,1394.0919999999994
2007-10-06,1756.2400000000016
2007-10-07,2106.1139999999973
2007-10-08,1095.2419999999993
2007-10-09,1687.857999999999
2007-10-10,1166.9719999999984
2007-10-11,1732.446
2007-10-12,1914.504
2007-10-13,1926.7280000000005
2007-10-14,2061.252000000001
2007-10-15,1266.3300000000022
2007-10-16,1964.4420000000025
2007-10-17,1576.93
2007-10-18,1518.5299999999993
2007-10-19,2085.6479999999992
2007-10-20,1660.2459999999985
2007-10-21,1941.9399999999994
2007-10-22,1652.8960000000036
2007-10-23,1956.698
2007-10-24,1865.6360000000006
2007-10-25,1853.918
2007-10-26,1437.5680000000016
2007-10-27,1785.6879999999953
2007-10-28,512.1579999999983
2007-10-29,545.4279999999983
2007-10-30,811.0079999999957
2007-10-31,1283.2100000000025
2007-11-01,496.2160000000005
2007-11-02,1443.6019999999992
2007-11-03,492.54999999999916
2007-11-04,1485.6859999999979
2007-11-05,1500.5920000000015
2007-11-06,2082.3780000000024
2007-11-07,1844.7580000000034
2007-11-08,1501.0599999999988
2007-11-09,2171.226000000007
2007-11-10,2611.599999999998
2007-11-11,1887.1240000000007
2007-11-12,2156.1459999999975
2007-11-13,2214.398000000004
2007-11-14,2047.9939999999986
2007-11-15,1491.9879999999982
2007-11-16,2309.7539999999995
2007-11-17,2610.0939999999946
2007-11-18,2183.858000000002
2007-11-19,1723.6540000000018
2007-11-20,2095.855999999996
2007-11-21,1754.7159999999985
2007-11-22,1932.378000000004
2007-11-23,2522.6179999999968
2007-11-24,1899.0540000000028
2007-11-25,1395.5980000000009
2007-11-26,1569.7160000000008
2007-11-27,2801.0119999999984
2007-11-28,1644.9400000000014
2007-11-29,1719.5140000000006
2007-11-30,2331.728000000006
2007-12-01,3134.942000000002
2007-12-02,2946.1879999999965
2007-12-03,1762.06
2007-12-04,2067.6360000000022
2007-12-05,2153.1199999999985
2007-12-06,2487.934000000001
2007-12-07,1769.0160000000005
2007-12-08,2213.403999999997
2007-12-09,2274.584000000004
2007-12-10,1758.7540000000022
2007-12-11,2305.103999999996
2007-12-12,1588.0620000000006
2007-12-13,1847.746
2007-12-14,1974.808
2007-12-15,2736.875999999996
2007-12-16,2762.2179999999903
2007-12-17,1797.6740000000018
2007-12-18,2623.194000000004
2007-12-19,2196.052000000001
2007-12-20,1949.7579999999994
2007-12-21,1982.5760000000034
2007-12-22,2611.263999999999
2007-12-23,2409.047999999999
2007-12-24,2257.8479999999995
2007-12-25,2694.968
2007-12-26,2580.2799999999993
2007-12-27,2532.1979999999985
2007-12-28,3113.051999999995
2007-12-29,3298.955999999997
2007-12-30,2558.9159999999965
2007-12-31,2216.542
2008-01-01,2759.7380000000026
2008-01-02,1644.1059999999993
2008-01-03,1510.1079999999986
2008-01-04,2291.851999999999
2008-01-05,2183.248
2008-01-06,1825.1839999999972
2008-01-07,1695.8140000000005
2008-01-08,2043.5500000000009
2008-01-09,1788.4400000000012
2008-01-10,1894.0760000000007
2008-01-11,1705.8179999999998
2008-01-12,2871.4080000000026
2008-01-13,2885.3780000000042
2008-01-14,2024.931999999999
2008-01-15,2686.912000000004
2008-01-16,2135.852000000003
2008-01-17,1572.2820000000024
2008-01-18,2186.9880000000016
2008-01-19,1980.3060000000007
2008-01-20,1740.3679999999995
2008-01-21,1858.9980000000005
2008-01-22,2325.0180000000005
2008-01-23,1882.3080000000025
2008-01-24,1645.021999999998
2008-01-25,2239.8559999999993
2008-01-26,2834.9880000000007
2008-01-27,2381.765999999999
2008-01-28,2308.1959999999985
2008-01-29,2676.0239999999953
2008-01-30,1640.6460000000022
2008-01-31,1953.9219999999966
2008-02-01,1534.6520000000025
2008-02-02,2937.6139999999987
2008-02-03,2084.5680000000016
2008-02-04,1628.1379999999995
2008-02-05,2472.455999999999
2008-02-06,1669.539999999998
2008-02-07,1518.309999999997
2008-02-08,1950.5639999999985
2008-02-09,2102.2760000000007
2008-02-10,2184.713999999999
2008-02-11,1692.0159999999994
2008-02-12,1987.7979999999973
2008-02-13,1900.4979999999966
2008-02-14,1604.6219999999978
2008-02-15,2005.2080000000005
2008-02-16,2346.9479999999944
2008-02-17,1933.367999999998
2008-02-18,1514.4039999999973
2008-02-19,2126.915999999996
2008-02-20,2253.790000000001
2008-02-21,1633.85
2008-02-22,1732.5640000000012
2008-02-23,1836.86
2008-02-24,1263.0079999999984
2008-02-25,504.4879999999994
2008-02-26,507.11999999999915
2008-02-27,566.7200000000004
2008-02-28,509.18400000000014
2008-02-29,1333.3479999999975
2008-03-01,1141.8759999999984
2008-03-02,1162.226000000002
2008-03-03,1040.55
2008-03-04,1668.989999999999
2008-03-05,2037.2079999999985
2008-03-06,2503.207999999999
2008-03-07,1862.9560000000001
2008-03-08,2248.6600000000035
2008-03-09,1560.4579999999987
2008-03-10,1618.6860000000006
2008-03-11,2200.0420000000013
2008-03-12,1774.232000000005
2008-03-13,1675.5140000000015
2008-03-14,2210.2199999999953
2008-03-15,1576.3000000000006
2008-03-16,1801.9599999999991
2008-03-17,1706.9179999999967
2008-03-18,1917.566
2008-03-19,1308.4480000000005
2008-03-20,1253.274000000001
2008-03-21,2066.442
2008-03-22,2053.5160000000005
2008-03-23,2325.9900000000016
2008-03-24,1978.4519999999989
2008-03-25,2015.8559999999984
2008-03-26,1633.4720000000016
2008-03-27,1370.8219999999988
2008-03-28,1885.4240000000045
2008-03-29,2471.149999999999
2008-03-30,2146.3920000000007
2008-03-31,1377.5699999999995
2008-04-01,2129.0519999999938
2008-04-02,1691.6720000000007
2008-04-03,1128.7559999999987
2008-04-04,1631.9180000000024
2008-04-05,1970.7620000000031
2008-04-06,1696.3179999999998
2008-04-07,1538.838
2008-04-08,2657.5159999999996
2008-04-09,1218.8520000000005
2008-04-10,1477.746
2008-04-11,1877.663999999998
2008-04-12,2800.014000000003
2008-04-13,2232.9860000000017
2008-04-14,1589.582
2008-04-15,1670.4059999999986
2008-04-16,1489.0639999999992
2008-04-17,1395.8620000000012
2008-04-18,1862.39
2008-04-19,2253.71
2008-04-20,1791.4179999999976
2008-04-21,1164.155999999998
2008-04-22,1627.6760000000015
2008-04-23,1357.3279999999995
2008-04-24,1043.7720000000031
2008-04-25,1267.7339999999976
2008-04-26,903.1659999999988
2008-04-27,1008.2399999999997
2008-04-28,659.0520000000026
2008-04-29,1972.616000000002
2008-04-30,1101.7260000000033
2008-05-01,576.0140000000008
2008-05-02,1497.7680000000016
2008-05-03,1289.600000000001
2008-05-04,1470.9699999999978
2008-05-05,1366.9320000000012
2008-05-06,1789.979999999999
2008-05-07,1176.264
2008-05-08,2116.6980000000035
2008-05-09,1747.272000000004
2008-05-10,1909.1280000000008
2008-05-11,1610.9199999999955
2008-05-12,1524.2039999999995
2008-05-13,1476.8939999999975
2008-05-14,1584.2620000000006
2008-05-15,1162.7679999999993
2008-05-16,1648.9660000000001
2008-05-17,1657.4539999999995
2008-05-18,1803.9579999999992
2008-05-19,1030.2619999999974
2008-05-20,1581.3340000000032
2008-05-21,1324.1119999999978
2008-05-22,976.8679999999974
2008-05-23,1484.9160000000002
2008-05-24,1580.1759999999986
2008-05-25,2048.5039999999995
2008-05-26,1289.7099999999991
2008-05-27,1708.6999999999978
2008-05-28,1114.3719999999996
2008-05-29,1135.0760000000016
2008-05-30,1397.2440000000022
2008-05-31,1641.4700000000012
2008-06-01,1848.876
2008-06-02,1074.011999999999
2008-06-03,1597.816000000002
2008-06-04,1588.9119999999973
2008-06-05,1120.0779999999997
2008-06-06,1217.713999999999
2008-06-07,1882.4839999999988
2008-06-08,1542.3220000000022
2008-06-09,1325.6980000000015
2008-06-10,1067.089999999997
2008-06-11,1123.206000000001
2008-06-12,1259.3320000000024
2008-06-13,1875.6300000000006
2008-06-14,1384.9199999999994
2008-06-15,2289.1020000000008
2008-06-16,1303.0439999999996
2008-06-17,1145.0840000000014
2008-06-18,1893.608
2008-06-19,1588.0819999999985
2008-06-20,1676.1040000000035
2008-06-21,1734.2540000000008
2008-06-22,1566.4159999999977
2008-06-23,1251.796000000002
2008-06-24,1754.4519999999952
2008-06-25,1261.7700000000002
2008-06-26,1056.0199999999993
2008-06-27,1755.1519999999982
2008-06-28,1208.8000000000009
2008-06-29,749.3520000000003
2008-06-30,804.1960000000017
2008-07-01,1215.2399999999998
2008-07-02,1147.2019999999989
2008-07-03,1098.36
2008-07-04,942.020000000004
2008-07-05,1469.088
2008-07-06,1805.0639999999985
2008-07-07,983.3899999999996
2008-07-08,1126.2139999999995
2008-07-09,919.318
2008-07-10,1251.2759999999996
2008-07-11,1254.2159999999992
2008-07-12,1328.8520000000035
2008-07-13,1256.6160000000027
2008-07-14,1137.9260000000004
2008-07-15,1155.8600000000015
2008-07-16,1077.0619999999992
2008-07-17,1319.1219999999987
2008-07-18,1261.584000000001
2008-07-19,1344.0139999999988
2008-07-20,941.5339999999992
2008-07-21,1156.4779999999987
2008-07-22,740.2420000000017
2008-07-23,942.6300000000008
2008-07-24,1093.4499999999973
2008-07-25,865.5340000000032
2008-07-26,815.6839999999994
2008-07-27,1147.395999999996
2008-07-28,825.803999999998
2008-07-29,1166.5579999999989
2008-07-30,1299.9080000000015
2008-07-31,1392.6380000000008
2008-08-01,739.5760000000024
2008-08-02,505.7760000000007
2008-08-03,504.78199999999975
2008-08-04,1126.13
2008-08-05,827.1180000000012
2008-08-06,326.1119999999998
2008-08-07,334.88399999999905
2008-08-08,302.1999999999999
2008-08-09,358.92399999999833
2008-08-10,352.03200000000083
2008-08-11,371.9159999999981
2008-08-12,288.984000000001
2008-08-13,282.58399999999926
2008-08-14,270.258000000001
2008-08-15,273.65399999999937
2008-08-16,274.8139999999988
2008-08-17,274.79600000000033
2008-08-18,273.75800000000004
2008-08-19,274.69200000000063
2008-08-20,268.47199999999907
2008-08-21,261.29799999999983
2008-08-22,267.124
2008-08-23,254.64199999999855
2008-08-24,254.7160000000003
2008-08-25,250.29799999999958
2008-08-26,257.56399999999815
2008-08-27,258.1139999999998
2008-08-28,268.24599999999947
2008-08-29,267.5880000000004
2008-08-30,270.42400000000106
2008-08-31,1500.864000000002
2008-09-01,1247.51
2008-09-02,1384.1539999999984
2008-09-03,1388.4860000000006
2008-09-04,1225.2200000000016
2008-09-05,873.9600000000015
2008-09-06,1868.5740000000005
2008-09-07,1372.6560000000004
2008-09-08,1309.3240000000014
2008-09-09,1159.6540000000025
2008-09-10,1300.764
2008-09-11,1028.7140000000006
2008-09-12,1392.7619999999965
2008-09-13,1631.4360000000015
2008-09-14,1576.326000000001
2008-09-15,1697.7079999999994
2008-09-16,1221.8620000000008
2008-09-17,1519.2099999999996
2008-09-18,1505.2900000000004
2008-09-19,1518.8459999999982
2008-09-20,1304.5999999999988
2008-09-21,1533.0700000000006
2008-09-22,1358.564
2008-09-23,1232.7879999999984
2008-09-24,1718.3500000000022
2008-09-25,1131.219999999999
2008-09-26,1431.4500000000005
2008-09-27,2127.4459999999976
2008-09-28,1731.1039999999978
2008-09-29,1501.738000000001
2008-09-30,1375.0060000000005
2008-10-01,1872.3639999999973
2008-10-02,1345.341999999998
2008-10-03,1612.5800000000006
2008-10-04,2100.496000000001
2008-10-05,1549.9500000000012
2008-10-06,1423.7820000000058
2008-10-07,1726.5679999999966
2008-10-08,1860.5759999999973
2008-10-09,1983.6820000000012
2008-10-10,1518.3380000000009
2008-10-11,1669.3860000000009
2008-10-12,1907.940000000001
2008-10-13,1461.975999999999
2008-10-14,1609.0560000000007
2008-10-15,2156.8959999999993
2008-10-16,1583.6800000000012
2008-10-17,1866.8860000000025
2008-10-18,2239.1900000000014
2008-10-19,1971.9339999999993
2008-10-20,1667.5539999999992
2008-10-21,2063.7160000000044
2008-10-22,1646.0100000000039
2008-10-23,1830.4940000000013
2008-10-24,2133.225999999999
2008-10-25,1581.1980000000012
2008-10-26,523.4919999999988
2008-10-27,523.8919999999997
2008-10-28,1327.2899999999975
2008-10-29,1612.5760000000025
2008-10-30,1098.5999999999988
2008-10-31,1285.831999999998
2008-11-01,830.497999999997
2008-11-02,910.6139999999997
2008-11-03,847.5999999999988
2008-11-04,1562.3159999999993
2008-11-05,3134.929999999997
2008-11-06,1588.4379999999999
2008-11-07,1619.1840000000007
2008-11-08,1733.1380000000006
2008-11-09,2578.537999999999
2008-11-10,2122.1379999999976
2008-11-11,2455.9499999999994
2008-11-12,2189.6639999999993
2008-11-13,1238.4599999999996
2008-11-14,1621.7379999999982
2008-11-15,3031.628000000001
2008-11-16,2365.432000000003
2008-11-17,1523.6360000000006
2008-11-18,1749.0499999999965
2008-11-19,1840.2379999999991
2008-11-20,1692.3360000000002
2008-11-21,1673.9300000000005
2008-11-22,1711.367999999999
2008-11-23,3406.735999999999
2008-11-24,3212.9980000000005
2008-11-25,2702.849999999999
2008-11-26,1515.954
2008-11-27,2362.217999999998
2008-11-28,1885.9640000000009
2008-11-29,2434.667999999998
2008-11-30,2401.388
2008-12-01,1616.5380000000055
2008-12-02,1793.4440000000018
2008-12-03,1755.163999999998
2008-12-04,1738.6379999999986
